m,sigma,direct_uniform_ratio_mean,direct_uniform_ratio_std,direct_uniform_ratio_median,direct_spectral_ratio_mean,direct_spectral_ratio_std,direct_spectral_ratio_median,hierarchical_uniform_ratio_mean,hierarchical_uniform_ratio_std,hierarchical_uniform_ratio_median,hierarchical_spectral_ratio_mean,hierarchical_spectral_ratio_std,hierarchical_spectral_ratio_median,best_of_L_ratio_mean,best_of_L_ratio_std,best_of_L_ratio_median,within_span_oracle_ratio_mean,within_span_oracle_ratio_std,within_span_oracle_ratio_median,best_of_L_over_oracle_mean,best_of_L_over_oracle_std,best_of_L_over_oracle_median,hierarchical_minus_uniform_mean,hierarchical_minus_uniform_std,hierarchical_minus_uniform_median,direct_minus_uniform_mean,direct_minus_uniform_std,direct_minus_uniform_median,interaction_mean,interaction_std,interaction_median,interaction_over_ambient_mean_mean,interaction_over_ambient_mean_std,interaction_over_ambient_mean_median,direct_spectrum_entropy_mean,direct_spectrum_entropy_std,direct_spectrum_entropy_median,direct_spectrum_ess_mean,direct_spectrum_ess_std,direct_spectrum_ess_median,hierarchy_spectrum_entropy_mean,hierarchy_spectrum_entropy_std,hierarchy_spectrum_entropy_median,hierarchy_spectrum_ess_mean,hierarchy_spectrum_ess_std,hierarchy_spectrum_ess_median,gram_condition_mean,gram_condition_std,gram_condition_median
253,0.0,1.0116260877044265,0.247609525904711,0.9879423409074648,1.0116260877044265,0.247609525904711,0.9879423409074648,1.012482508084653,0.25396788753669686,0.9868045148481052,1.012482508084653,0.25396788753669686,0.9868045148481052,9.301083501394695,2.809203821866553,9.046493916055448,40.36225781582757,9.06035471469942,40.83912484198742,0.2301600194834251,0.041591080094798914,0.22531783683907852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6888794541139367,0.0,3.6888794541139367,39.99999999999999,0.0,39.99999999999999,6.214608098422192,0.0,6.214608098422191,500.00000000000017,0.0,500.0000000000001,4.7372511871523235,0.35594545084856527,4.7033640806910455
253,0.5,1.0116260877044265,0.247609525904711,0.9879423409074648,1.686694184338257,0.4100809567227323,1.659136205714507,1.012482508084653,0.25396788753669686,0.9868045148481052,1.7206861800960431,0.4305713224326396,1.6885030795265297,9.301083501394695,2.809203821866553,9.046493916055448,40.36225781582757,9.06035471469942,40.83912484198742,0.2301600194834251,0.041591080094798914,0.22531783683907852,0.0027992240000450207,0.0007028695313344945,0.002743556025282281,0.0026682533463787766,0.0007029368535342558,0.0025714504580555287,0.00013097065366624383,0.00041154378649543307,0.00014296448657303705,0.03313557537755969,0.10412057798334458,0.036170015102978376,3.5653840079794463,2.0157450931754715e-16,3.5653840079794463,31.36493250799425,3.561628909076017e-15,31.36493250799425,6.0897145670217245,6.296129884194243e-17,6.0897145670217245,389.6917731566058,1.9324914031033607e-14,389.6917731566058,4.7372511871523235,0.35594545084856527,4.7033640806910455
253,1.0,1.0116260877044265,0.247609525904711,0.9879423409074648,2.5624178892229064,0.6497086884729741,2.4899837955423125,1.012482508084653,0.25396788753669686,0.9868045148481052,2.694672484172687,0.6761800785364516,2.635325008078291,9.301083501394695,2.809203821866553,9.046493916055448,40.36225781582757,9.06035471469942,40.83912484198742,0.2301600194834251,0.041591080094798914,0.22531783683907852,0.006648972237502111,0.0016832084006855707,0.006450847701946432,0.006129611863709405,0.001732940725972747,0.005843338633666943,0.0005193603737927052,0.001230405142432084,0.0005913283618375737,0.13139817456955444,0.3112925010353173,0.14960607554490615,3.2040165951452404,1.1350509567221746e-16,3.204016595145241,16.341855285373075,3.443931249949428e-15,16.341855285373075,5.716247880429664,3.448532362555576e-16,5.716247880429664,188.24073761048203,1.7793892326574075e-14,188.24073761048203,4.7372511871523235,0.35594545084856527,4.7033640806910455
253,1.25,1.0116260877044265,0.247609525904711,0.9879423409074648,3.049870350334657,0.8004289017048319,2.962912707027042,1.012482508084653,0.25396788753669686,0.9868045148481052,3.275142653791338,0.8256213701788402,3.179226730110723,9.301083501394695,2.809203821866553,9.046493916055448,40.36225781582757,9.06035471469942,40.83912484198742,0.2301600194834251,0.041591080094798914,0.22531783683907852,0.008943320734018517,0.002281301089423827,0.008713180436608698,0.008056301433321068,0.002372667329053721,0.007696335078748473,0.0008870193006974489,0.0018210204077825432,0.0009326464381170596,0.22441588307645458,0.4607181631689837,0.2359595488436161,2.9440308921047103,2.7980613243694557e-16,2.9440308921047103,10.872285063417623,1.1333033791549636e-15,10.872285063417623,5.438108443507271,7.123257818152034e-16,5.438108443507271,113.04575811692484,1.431757101792098e-14,113.04575811692483,4.7372511871523235,0.35594545084856527,4.7033640806910455
253,1.5,1.0116260877044265,0.247609525904711,0.9879423409074648,3.547273533919482,0.9682563738899704,3.429430640735872,1.012482508084653,0.25396788753669686,0.9868045148481052,3.9059199074168727,0.9918917633397538,3.7900249283055985,9.301083501394695,2.809203821866553,9.046493916055448,40.36225781582757,9.06035471469942,40.83912484198742,0.2301600194834251,0.041591080094798914,0.22531783683907852,0.011436511459811146,0.0029480973037457584,0.011215314936030937,0.010022321921798638,0.0030784313195764876,0.009444515903398867,0.0014141895380125064,0.0025285359471371957,0.0014717235811539924,0.35778995311716416,0.6397195946257107,0.3723460660319601,2.6415961388998723,2.7802956760271993e-16,2.641596138899872,7.183782036030212,6.810305740333047e-16,7.183782036030212,5.101708248313571,1.2592259768388487e-16,5.101708248313571,64.04491590372794,1.1352604852517979e-14,64.04491590372793,4.7372511871523235,0.35594545084856527,4.7033640806910455
2016,0.0,0.9908589696305395,0.2444368984878778,0.970611986299576,0.9908589696305395,0.2444368984878778,0.970611986299576,0.9891344207110951,0.25599907857225035,0.9299910965437079,0.9891344207110951,0.25599907857225035,0.9299910965437079,9.714366882876247,3.2092949308831895,9.091356076292316,39.678155465008146,9.739789466435996,38.74624278562426,0.24426011738758496,0.04861726482169066,0.23916164666646858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6888794541139367,0.0,3.6888794541139367,39.99999999999999,0.0,39.99999999999999,6.214608098422192,0.0,6.214608098422191,500.00000000000017,0.0,500.0000000000001,1.6835957524799068,0.036597573535990725,1.6789296539503287
2016,0.5,0.9908589696305395,0.2444368984878778,0.970611986299576,1.6500139292580727,0.4190384544649094,1.5918169445028507,0.9891344207110951,0.25599907857225035,0.9299910965437079,1.6867429935792706,0.43628785822370636,1.5847294659429565,9.714366882876247,3.2092949308831895,9.091356076292316,39.678155465008146,9.739789466435996,38.74624278562426,0.24426011738758496,0.04861726482169066,0.23916164666646858,0.00034603599844651553,9.027608349302661e-05,0.0003293789848583275,0.0003269617855295303,9.463069027111306e-05,0.0003113603323651956,1.90742129169853e-05,5.421473095663832e-05,1.8022580397024384e-05,0.038453613240642365,0.10929689760858283,0.036333522080401165,3.5653840079794463,1.6052044569810563e-16,3.5653840079794463,31.36493250799425,3.561628909076017e-15,31.36493250799425,6.0897145670217245,1.090521685047718e-16,6.0897145670217245,389.6917731566058,2.451063228509927e-14,389.6917731566058,1.6835957524799068,0.036597573535990725,1.6789296539503287
2016,1.0,0.9908589696305395,0.2444368984878778,0.970611986299576,2.497827054664939,0.689094742646795,2.4030117634263033,0.9891344207110951,0.25599907857225035,0.9299910965437079,2.658375654050291,0.693138275285767,2.5275564480678243,9.714366882876247,3.2092949308831895,9.091356076292316,39.678155465008146,9.739789466435996,38.74624278562426,0.24426011738758496,0.04861726482169066,0.23916164666646858,0.0008279966435214266,0.00021928328379030982,0.0007907131026187849,0.0007475040104337299,0.00023977707965604412,0.0007123171745002172,8.049263308769674e-05,0.00016452594622811558,7.854356662582052e-05,0.16227314830479664,0.33168430759588097,0.1583438303176542,3.2040165951452404,7.039287208113103e-17,3.204016595145241,16.341855285373075,1.1262859532980964e-15,16.341855285373075,5.716247880429664,3.2104089139621125e-16,5.716247880429664,188.24073761048203,3.687619139899832e-14,188.24073761048203,1.6835957524799068,0.036597573535990725,1.6789296539503287
2016,1.25,0.9908589696305395,0.2444368984878778,0.970611986299576,2.966131388904058,0.8645006743752067,2.8350478583827012,0.9891344207110951,0.25599907857225035,0.9299910965437079,3.24478894962887,0.8528587862247086,3.111875169862138,9.714366882876247,3.2092949308831895,9.091356076292316,39.678155465008146,9.739789466435996,38.74624278562426,0.24426011738758496,0.04861726482169066,0.23916164666646858,0.0011188762544234994,0.0002997108545085844,0.0010720647703930954,0.0009797978270205945,0.00033266497177330244,0.0009101447150716794,0.00013907842740290492,0.00024507461274304935,0.0001447926931540115,0.28038210964425636,0.49407041928998746,0.2919020693984872,2.9440308921047103,2.85069404905577e-16,2.9440308921047103,10.872285063417623,1.2273416629889433e-15,10.872285063417623,5.438108443507271,6.327532223057442e-16,5.438108443507271,113.04575811692484,1.431757101792098e-14,113.04575811692483,1.6835957524799068,0.036597573535990725,1.6789296539503287
2016,1.5,0.9908589696305395,0.2444368984878778,0.970611986299576,3.4414283902730056,1.063292455862004,3.284293205754473,0.9891344207110951,0.25599907857225035,0.9299910965437079,3.8884859359743937,1.0335783941477048,3.687419824977539,9.714366882876247,3.2092949308831895,9.091356076292316,39.678155465008146,9.739789466435996,38.74624278562426,0.24426011738758496,0.04861726482169066,0.23916164666646858,0.0014381703944758425,0.0003908807367361481,0.0013755641323652452,0.0012155602284932869,0.00043684786047135007,0.0011220535677482118,0.00022261016598255567,0.0003420854242931767,0.0002333272763213412,0.4487820946208323,0.6896442153750445,0.47038778906382395,2.6415961388998723,2.8680236557808567e-16,2.641596138899872,7.183782036030212,1.281072914736649e-15,7.183782036030212,5.101708248313571,1.5422305570564437e-16,5.101708248313571,64.04491590372794,8.782142048194928e-15,64.04491590372793,1.6835957524799068,0.036597573535990725,1.6789296539503287
